product_id,mall_name,price,product_url,is_lowest,currency
prod_oy_a000000216836,올리브영,29000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000216836,true,KRW
prod_oy_a000000210180,올리브영,89040,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000210180,true,KRW
prod_oy_a000000189544,올리브영,43000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000189544,true,KRW
prod_oy_a000000257096,올리브영,15900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000257096,true,KRW
prod_oy_a000000161581,올리브영,15300,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000161581,true,KRW
prod_oy_a000000228256,올리브영,7600,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000228256,true,KRW
prod_oy_a000000244899,올리브영,24400,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000244899,true,KRW
prod_oy_a000000202920,올리브영,36900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000202920,true,KRW
prod_oy_a000000225592,올리브영,24000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225592,true,KRW
prod_oy_a000000222554,올리브영,16500,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222554,true,KRW
prod_oy_a000000213968,올리브영,68400,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213968,true,KRW
prod_oy_a000000249735,올리브영,21600,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000249735,true,KRW
prod_oy_a000000254209,올리브영,32800,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254209,true,KRW
prod_oy_a000000149970,올리브영,15000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000149970,true,KRW
prod_oy_a000000252606,올리브영,19900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000252606,true,KRW
