product_id,dry_fit,oily_fit,combination_fit,normal_fit,dehydrated_oily_fit,sensitive_fit,sensitivity_tag,confidence,reason
ulta_b0300d1192815b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_bafd7b28f1bdf3,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_04399bb0088f27,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_514559b4f08c6f,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
ulta_f6cb6b71f8a030,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_4b04c87166e6c4,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_21f7df636c0d4b,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_4b3157a3c18d3d,0.64,0.58,0.60,0.62,0.66,0.77,정보없음,low,진정/민감 키워드; 기본추천 제외 상품
ulta_4a562fac0aaf4f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_575233e7659219,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_bb2ad37f0c147e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_b44d85b4d86a45,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_86143e4a428e69,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_db944352adaedb,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_f674c4df93fa10,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_b7d51d31ef4b9e,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
ulta_ac9923fe71b208,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_351eb130b38c40,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_45fd0971768c6e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_7f552e03b95081,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_08490679b05bb5,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드
ulta_e65c2627d0d33e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_b420eb7782107a,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_1f4587cb43d80f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_36a59913cd5d56,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_01f186e1404a08,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_6e4941eb912e31,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_f3b13f520225f1,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_d0b9b150039559,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_f275219a0cba14,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_39efae43f6f507,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_c36a037337d2d2,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_ece924be91c91a,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_ee7b80c2070d65,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드
ulta_4b36529ef81825,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
ulta_f90f0d765ee901,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_843a06f05548b2,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_2f2ceabc6f2e40,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_445423c50956fc,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_2bebbc194b9342,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_88ce6dd6c6cc07,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
ulta_5315f70907ac03,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_8a3a578758d707,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_53ee78a5b0f7cc,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_56a21af3817593,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드
ulta_3891dfbfcbcb89,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
ulta_00befbd844cbad,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형
ulta_abe474c2709ec1,0.64,0.58,0.60,0.62,0.66,0.77,민감가능,low,진정/민감 키워드
ulta_af79ed5c02c41a,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_9acadc98991e1b,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_f0c328427d3b80,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_0d2a683655b7e7,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
ulta_a7364881982bfc,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_491e054bd0d76d,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_ddc7956d5f9ae2,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
ulta_2ec3f2866b4432,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형
ulta_27c39d598914ab,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_eefa0649efcc98,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_3248d250990a54,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_c90ff51b83ecea,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_7616d9a45ec237,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
ulta_7cb5b23f16767f,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_1090ed2063d07d,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형
ulta_7adf8ee2e73819,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_f150b68a074347,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_63df1e5a84f349,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_ac88ed472058f3,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_11098af9a5c554,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
ulta_f9725c4de21e7f,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_5ec92b058b86df,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_26acf278895456,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_07cdbf1b82dd5c,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_a2efa8599eb7e6,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_dee9fe477b223c,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_d946370d2a8bb2,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_470fc14d388f2c,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_9d260b7b1077c4,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_c49e9995016e66,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_23a12581ed7402,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_942004014ec2ec,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_4260886c619071,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_7f4c4f8930efed,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_ab241d22bf848e,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형
ulta_6101ac2b83847e,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_14b2d4f627295d,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_bce27fc8e3efa9,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_971dc52f3be3b9,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_990ceeabaa9941,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_ec31a9d26f99d2,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_ea074fa2a42c62,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_3768b476c56744,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_64b1333a8ebabe,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형; 기본추천 제외 상품
ulta_a02b7b86447f22,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형; 기본추천 제외 상품
ulta_9c1ebfcce2e060,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형; 기본추천 제외 상품
ulta_bce8ddaccd57c7,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_dd7e75ca9dd63c,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_12a5380a416dbd,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형; 기본추천 제외 상품
ulta_a18fb858c3183c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_abdf8a545ba7c5,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_4b3a8ff893c2df,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_32096c57bedb08,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_b0c0ea9412c8a6,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_86660a199f77e4,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_bab0948e36af2b,0.58,0.84,0.82,0.62,0.70,0.47,정보없음,low,가벼운 수분 제형; 피지/트러블 키워드
ulta_f59405e6ad28c2,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_3c5d3fa69bb065,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
ulta_24bab7b334a4c0,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_e4fd4d86b04f1c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_22f6d7c9781022,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_7dc4b0c9012513,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_265eafc12f0847,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_98d3320bdaa8b2,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_1c08f287337d2f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_4b1181e3fa131c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_fc3c78032c402c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_3cab38ef0b1182,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_16532d32840065,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_826a31b0030323,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_7913cb0149fbd2,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_b484868f1492c3,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_86a359e35f4249,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_e15132c4ad906b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_5850ebf1468a9b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_e69fc342e3c4b1,0.58,0.84,0.82,0.62,0.70,0.47,정보없음,low,가벼운 수분 제형; 피지/트러블 키워드
ulta_5f0f5b342b0662,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_731737cce97801,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
ulta_2ee04a566d18fb,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_0c5029e24d1510,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
ulta_0710f47abfa0f4,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_70681215747464,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_8fc874b1d75818,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_a07829a903cb07,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
ulta_0e867d8504636b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_b3a0e91514c9be,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_f8ca2976255e89,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_610731852e7fc7,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_885a8e4aca35dd,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_59285c0e8d3b14,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_7acd1c2b7ead1a,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_2227724e50e637,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_98990fe32d7d25,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_d722b5eba8c3e0,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_add478ada31d4b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_6c5db039f458e1,0.78,0.76,0.72,0.70,0.80,0.47,정보없음,low,보습/장벽 컨셉; 피지/트러블 키워드; 기본추천 제외 상품
ulta_0a9e1adb0dd41b,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
ulta_8e38b11d0f9845,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_a51adb1c8531e9,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_4ea5a1cd961e27,0.58,0.84,0.82,0.62,0.70,0.47,정보없음,low,가벼운 수분 제형; 피지/트러블 키워드; 기본추천 제외 상품
ulta_59e64952a6344f,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_c2ca28421d848e,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
ulta_acb4bbd73c79bd,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_943fec2964411e,0.78,0.76,0.72,0.70,0.80,0.47,정보없음,low,보습/장벽 컨셉; 피지/트러블 키워드; 기본추천 제외 상품
ulta_da200ad548147b,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_817d08f0b2272a,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_f9a31f255ad79f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_bfe31de0262a22,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_6bd428aa97ca04,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_2cbffd5c629def,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_f0934cd506124a,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_4cddd504fdcee2,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
ulta_456db1a6f4215e,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_871f1cb5f07f6f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_52a546dde7b578,0.64,0.58,0.60,0.62,0.66,0.77,정보없음,low,진정/민감 키워드; 기본추천 제외 상품
ulta_11c1845c199180,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드
ulta_4f52be34fbc0cf,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_8261bf2a703871,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_8ed22135ffd46c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_7e874557ade3b8,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_b5a6c0cbd607a8,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_23ce02133d9b1b,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
ulta_f3606c5f414d96,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
ulta_a4119354626cd3,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_b26f6be4c94ddc,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_1a0337e9a697cc,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_b7cc38cfd29593,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_8f04bd79480000,0.64,0.58,0.60,0.62,0.66,0.77,민감가능,low,진정/민감 키워드
ulta_ed0d1956cd169d,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_736c42119e51ce,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_efc21322df3d1b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_04b21501bb1344,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_bf9af64bf7791f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_3744b63836e73c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_4ad78ef7c7dcbd,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_7da55af6b818f0,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
ulta_557a37cd7ea136,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_71383c5b9a1a79,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_f0d3aa32c1c63c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_a1a55b11bdc6b5,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_3b59e65faa6d0b,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형; 기본추천 제외 상품
ulta_bac37635625976,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_d106db89121372,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_aa8ed7049a0bab,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_cd75f1e9d75c88,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_cd9bb2cffd50a2,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_75bfa7a39bfcdb,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_0cc1163ae84f85,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_5f6b729ecbe4b9,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_87200bb008baa0,0.64,0.58,0.60,0.62,0.66,0.77,정보없음,low,진정/민감 키워드; 기본추천 제외 상품
ulta_f35cdd43003262,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_0f976004e71c12,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_17042294462ae0,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_a01275fb881fa6,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_50eeefbba3253e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_a921b2bff33838,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_23b5d50ae30b3d,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_0a07caaed3d660,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_a08d85a6c7af5d,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_dcafa36639f11d,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_7e0aafdeb7f885,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_179adc274e0488,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_0be8c0715f3f2e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_81b928331dacd0,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_3aee891a09df67,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_ec91130c72c866,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_cd82e041e18026,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_1f0a164923589f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_77cc9f1de6c83b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_6fb0fcd3cc2919,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_ceba7214d5d3c9,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_74acc4a4fdd198,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_fdd67d2c34f2c5,0.84,0.58,0.60,0.70,0.88,0.77,민감가능,low,보습/장벽 컨셉; 진정/민감 키워드
ulta_28840cdf7f84e6,0.64,0.58,0.60,0.62,0.66,0.77,정보없음,low,진정/민감 키워드; 기본추천 제외 상품
ulta_196b141583ec9e,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_0ab18392885368,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_43c77caee313fc,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_58a51212e10d51,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_9096890c2d2df5,0.64,0.58,0.60,0.62,0.66,0.77,민감가능,low,진정/민감 키워드
ulta_b7935013cbc31e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_28f1684b2af0e6,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_6d667ffed5ed85,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
